A wojel tu'ux u taal	Ma' a wojel tu'ux u taali'	TYPE:NEG;SUBTYPE:DEC
Kin in suut koonol merkaado	Táant in suut koonol merkaadoe'	ASPECT:IMM;TENSE:PAS_SIM
Suuk in suut koonol merkaado	Yaan in suut koonol merkaado	ASPECT:COM
Suuk in suut koonol merkaado	Taak in suut koonol merkaado	ASPECT:DES
Suuk in suut koonol merkaado	K'a'abéet in suut koonol merkaado	ASPECT:OBL
Suuk in suut koonol merkaado	Kin in suut koonol merkaado	ASPECT:HAB
Suuk in suut koonol merkaado	Ts'o'ok in suut koonol merkaado	ASPECT:TER;TENSE:PAS_SIM
Suuk in suut koonol merkaado	Káaj in suut koonol merkaado	ASPECT:BEG;TENSE:PAS_SIM
Suuk in suut koonol merkaado	Táant in suut koonol merkaadoe'	ASPECT:IMM;TENSE:PAS_SIM
Ts'o'ok in suut koonol merkaado	Káaj in suut koonol merkaado	ASPECT:BEG;TENSE:PAS_SIM
Ts'o'ok in suut koonol merkaado	Táant in suut koonol merkaadoe'	ASPECT:IMM;TENSE:PAS_SIM
Káaj in suut koonol merkaado	Ts'o'ok in suut koonol merkaado	ASPECT:TER;TENSE:PAS_SIM
Káaj in suut koonol merkaado	Táant in suut koonol merkaadoe'	ASPECT:IMM;TENSE:PAS_SIM
Táant in suut koonol merkaadoe'	Ts'o'ok in suut koonol merkaado	ASPECT:TER;TENSE:PAS_SIM
Táant in suut koonol merkaadoe'	Káaj in suut koonol merkaado	ASPECT:BEG;TENSE:PAS_SIM
Táan a suut tu naajil xook	Táan u suut tu naajil xook	PERSON:3_SI
Táan a suut tu naajil xook	Táan k suut tu naajil xook	PERSON:1_PL
Táan a suut tu naajil xook	Táan a suute'ex xook tu naajil xook	PERSON:2_PL
Táan a suut tu naajil xook	Táan u suuto'ob tu naajil xook	PERSON:3_PL
Táan u suut tu naajil xook	Táan a suut tu naajil xook	PERSON:2_SI
Táan u suut tu naajil xook	Táan k suut tu naajil xook	PERSON:1_PL
Táan u suut tu naajil xook	Táan a suute'ex xook tu naajil xook	PERSON:2_PL
Táan u suut tu naajil xook	Táan u suuto'ob tu naajil xook	PERSON:3_PL
Táan k suut tu naajil xook	Táan a suut tu naajil xook	PERSON:2_SI
Táan k suut tu naajil xook	Táan u suut tu naajil xook	PERSON:3_SI
Táan k suut tu naajil xook	Táan a suute'ex xook tu naajil xook	PERSON:2_PL
Táan k suut tu naajil xook	Táan u suuto'ob tu naajil xook	PERSON:3_PL
Táan a suute'ex xook tu naajil xook	Táan a suut tu naajil xook	PERSON:2_SI
Táan a suute'ex xook tu naajil xook	Táan u suut tu naajil xook	PERSON:3_SI
Táan a suute'ex xook tu naajil xook	Táan k suut tu naajil xook	PERSON:1_PL
Táan a suute'ex xook tu naajil xook	Táan u suuto'ob tu naajil xook	PERSON:3_PL
Táan u suuto'ob tu naajil xook	Táan a suut tu naajil xook	PERSON:2_SI
Táan u suuto'ob tu naajil xook	Táan u suut tu naajil xook	PERSON:3_SI
Táan u suuto'ob tu naajil xook	Táan k suut tu naajil xook	PERSON:1_PL
Táan u suuto'ob tu naajil xook	Táan a suute'ex xook tu naajil xook	PERSON:2_PL
Táan a xook tu naajil xook	Táan u xook tu naajil xook	PERSON:3_SI
Táan a xook tu naajil xook	Táan k xook tu naajil xook	PERSON:1_PL
Táan a xook tu naajil xook	Táan a xooke'ex xook tu naajil xook	PERSON:2_PL
Táan a xook tu naajil xook	Táan u xooko'ob tu naajil xook	PERSON:3_PL
Táan u xook tu naajil xook	Táan a xook tu naajil xook	PERSON:2_SI
Táan u xook tu naajil xook	Táan k xook tu naajil xook	PERSON:1_PL
Táan u xook tu naajil xook	Táan a xooke'ex xook tu naajil xook	PERSON:2_PL
Táan u xook tu naajil xook	Táan u xooko'ob tu naajil xook	PERSON:3_PL
Táan k xook tu naajil xook	Táan a xook tu naajil xook	PERSON:2_SI
Táan k xook tu naajil xook	Táan u xook tu naajil xook	PERSON:3_SI
Táan k xook tu naajil xook	Táan a xooke'ex xook tu naajil xook	PERSON:2_PL
Táan k xook tu naajil xook	Táan u xooko'ob tu naajil xook	PERSON:3_PL
Táan a xooke'ex xook tu naajil xook	Táan a xook tu naajil xook	PERSON:2_SI
Táan a xooke'ex xook tu naajil xook	Táan u xook tu naajil xook	PERSON:3_SI
Táan a xooke'ex xook tu naajil xook	Táan k xook tu naajil xook	PERSON:1_PL
Táan a xooke'ex xook tu naajil xook	Táan u xooko'ob tu naajil xook	PERSON:3_PL
Táan u xooko'ob tu naajil xook	Táan a xook tu naajil xook	PERSON:2_SI
Táan u xooko'ob tu naajil xook	Táan u xook tu naajil xook	PERSON:3_SI
Táan u xooko'ob tu naajil xook	Táan k xook tu naajil xook	PERSON:1_PL
Táan u xooko'ob tu naajil xook	Táan a xooke'ex xook tu naajil xook	PERSON:2_PL
Táan wáaj u bin ich kool	Táan wáaj u bino'ob ich kool	PERSON:3_PL
Táan wáaj u bin ich kool	Táan wáaj a bine'ex ich kool	PERSON:2_PL
Táan wáaj u bin ich kool	Táan wáaj ek bin ich kool	PERSON:1_PL
Táan wáaj u bino'ob ich kool	Táan wáaj u bin ich kool	PERSON:2_SI
Táan wáaj u bino'ob ich kool	Táan wáaj a bine'ex ich kool	PERSON:2_PL
Táan wáaj u bino'ob ich kool	Táan wáaj ek bin ich kool	PERSON:1_PL
Táan wáaj a bine'ex ich kool	Táan wáaj u bin ich kool	PERSON:2_SI
Táan wáaj a bine'ex ich kool	Táan wáaj u bino'ob ich kool	PERSON:3_PL
Táan wáaj a bine'ex ich kool	Táan wáaj ek bin ich kool	PERSON:1_PL
Táan wáaj ek bin ich kool	Táan wáaj u bin ich kool	PERSON:2_SI
Táan wáaj ek bin ich kool	Táan wáaj u bino'ob ich kool	PERSON:3_PL
Táan wáaj ek bin ich kool	Táan wáaj a bine'ex ich kool	PERSON:2_PL
Táan wáaj u bino'ob koonol merkaado	Táan wáaj a bine'ex koonol merkaado	PERSON:2_PL
Táan wáaj u bino'ob koonol merkaado	Táan wáaj k bin koonol merkaado	PERSON:1_PL
Táan wáaj a bine'ex koonol merkaado	Táan wáaj u bino'ob koonol merkaado	PERSON:3_PL
Táan wáaj a bine'ex koonol merkaado	Táan wáaj k bin koonol merkaado	PERSON:1_PL
Táan wáaj k bin koonol merkaado	Táan wáaj u bino'ob koonol merkaado	PERSON:3_PL
Táan wáaj k bin koonol merkaado	Táan wáaj a bine'ex koonol merkaado	PERSON:2_PL
Táan wáaj u bin koonol tu k'íiwikil koonol	Táan wáaj u bin koonol tu k'íiwikil koonol	PERSON:3_SI
Táan wáaj u bin koonol tu k'íiwikil koonol	Táan wáaj u bino'ob koonol tu k'íiwikil koonol	PERSON:3_PL
Táan wáaj u bin koonol tu k'íiwikil koonol	Táan wáaj u bino'ob koonol tu k'íiwikil koonol	PERSON:3_PL
Táan wáaj u bin koonol tu k'íiwikil koonol	Táan wáaj a bine'ex koonol tu k'íiwikil koonol	PERSON:2_PL
Táan wáaj u bin koonol tu k'íiwikil koonol	Táan wáaj k bin koonol tu k'íiwikil koonol	PERSON:1_PL
Táan wáaj u bin koonol tu k'íiwikil koonol	Táan wáaj u bin koonol tu k'íiwikil koonol	PERSON:3_SI
Táan wáaj u bin koonol tu k'íiwikil koonol	Táan wáaj u bino'ob koonol tu k'íiwikil koonol	PERSON:3_PL
Táan wáaj u bin koonol tu k'íiwikil koonol	Táan wáaj u bino'ob koonol tu k'íiwikil koonol	PERSON:3_PL
Táan wáaj u bin koonol tu k'íiwikil koonol	Táan wáaj a bine'ex koonol tu k'íiwikil koonol	PERSON:2_PL
Táan wáaj u bin koonol tu k'íiwikil koonol	Táan wáaj k bin koonol tu k'íiwikil koonol	PERSON:1_PL
Táan wáaj u bino'ob koonol tu k'íiwikil koonol	Táan wáaj u bin koonol tu k'íiwikil koonol	PERSON:3_SI
Táan wáaj u bino'ob koonol tu k'íiwikil koonol	Táan wáaj u bin koonol tu k'íiwikil koonol	PERSON:3_SI
Táan wáaj u bino'ob koonol tu k'íiwikil koonol	Táan wáaj u bino'ob koonol tu k'íiwikil koonol	PERSON:3_PL
Táan wáaj u bino'ob koonol tu k'íiwikil koonol	Táan wáaj a bine'ex koonol tu k'íiwikil koonol	PERSON:2_PL
Táan wáaj u bino'ob koonol tu k'íiwikil koonol	Táan wáaj k bin koonol tu k'íiwikil koonol	PERSON:1_PL
Táan wáaj u bino'ob koonol tu k'íiwikil koonol	Táan wáaj u bin koonol tu k'íiwikil koonol	PERSON:3_SI
Táan wáaj u bino'ob koonol tu k'íiwikil koonol	Táan wáaj u bin koonol tu k'íiwikil koonol	PERSON:3_SI
Táan wáaj u bino'ob koonol tu k'íiwikil koonol	Táan wáaj u bino'ob koonol tu k'íiwikil koonol	PERSON:3_PL
Táan wáaj u bino'ob koonol tu k'íiwikil koonol	Táan wáaj a bine'ex koonol tu k'íiwikil koonol	PERSON:2_PL
Táan wáaj u bino'ob koonol tu k'íiwikil koonol	Táan wáaj k bin koonol tu k'íiwikil koonol	PERSON:1_PL
Táan wáaj a bine'ex koonol tu k'íiwikil koonol	Táan wáaj u bin koonol tu k'íiwikil koonol	PERSON:3_SI
Táan wáaj a bine'ex koonol tu k'íiwikil koonol	Táan wáaj u bin koonol tu k'íiwikil koonol	PERSON:3_SI
Táan wáaj a bine'ex koonol tu k'íiwikil koonol	Táan wáaj u bino'ob koonol tu k'íiwikil koonol	PERSON:3_PL
Táan wáaj a bine'ex koonol tu k'íiwikil koonol	Táan wáaj u bino'ob koonol tu k'íiwikil koonol	PERSON:3_PL
Táan wáaj a bine'ex koonol tu k'íiwikil koonol	Táan wáaj k bin koonol tu k'íiwikil koonol	PERSON:1_PL
Táan wáaj k bin koonol tu k'íiwikil koonol	Táan wáaj u bin koonol tu k'íiwikil koonol	PERSON:3_SI
Táan wáaj k bin koonol tu k'íiwikil koonol	Táan wáaj u bin koonol tu k'íiwikil koonol	PERSON:3_SI
Táan wáaj k bin koonol tu k'íiwikil koonol	Táan wáaj u bino'ob koonol tu k'íiwikil koonol	PERSON:3_PL
Táan wáaj k bin koonol tu k'íiwikil koonol	Táan wáaj u bino'ob koonol tu k'íiwikil koonol	PERSON:3_PL
Táan wáaj k bin koonol tu k'íiwikil koonol	Táan wáaj a bine'ex koonol tu k'íiwikil koonol	PERSON:2_PL
Táan wáaj u boon tu naajil xook	Táan wáaj k boon tu naajil xook	PERSON:1_PL
Táan wáaj u boon tu naajil xook	Táan wáaj a boone'ex xook tu naajil xook	PERSON:2_PL
Táan wáaj u boon tu naajil xook	Táan wáaj u boono'ob tu naajil xook	PERSON:3_PL
Táan wáaj k boon tu naajil xook	Táan wáaj u boon tu naajil xook	PERSON:3_SI
Táan wáaj k boon tu naajil xook	Táan wáaj a boone'ex xook tu naajil xook	PERSON:2_PL
Táan wáaj k boon tu naajil xook	Táan wáaj u boono'ob tu naajil xook	PERSON:3_PL
Táan wáaj a boone'ex xook tu naajil xook	Táan wáaj u boon tu naajil xook	PERSON:3_SI
Táan wáaj a boone'ex xook tu naajil xook	Táan wáaj k boon tu naajil xook	PERSON:1_PL
Táan wáaj a boone'ex xook tu naajil xook	Táan wáaj u boono'ob tu naajil xook	PERSON:3_PL
Táan wáaj u boono'ob tu naajil xook	Táan wáaj u boon tu naajil xook	PERSON:3_SI
Táan wáaj u boono'ob tu naajil xook	Táan wáaj k boon tu naajil xook	PERSON:1_PL
Táan wáaj u boono'ob tu naajil xook	Táan wáaj a boone'ex xook tu naajil xook	PERSON:2_PL
Táan wáaj u báaxal tu naajil báaxal	Táan wáaj k báaxal tu naajil báaxal	PERSON:1_PL
Táan wáaj u báaxal tu naajil báaxal	Táan wáaj a báaxale'ex báaxal tu naajil báaxal	PERSON:2_PL
Táan wáaj u báaxal tu naajil báaxal	Táan wáaj u báaxalo'ob tu naajil báaxal	PERSON:3_PL
Táan wáaj k báaxal tu naajil báaxal	Táan wáaj u báaxal tu naajil báaxal	PERSON:3_SI
Táan wáaj k báaxal tu naajil báaxal	Táan wáaj a báaxale'ex báaxal tu naajil báaxal	PERSON:2_PL
Táan wáaj k báaxal tu naajil báaxal	Táan wáaj u báaxalo'ob tu naajil báaxal	PERSON:3_PL
Táan wáaj a báaxale'ex báaxal tu naajil báaxal	Táan wáaj u báaxal tu naajil báaxal	PERSON:3_SI
Táan wáaj a báaxale'ex báaxal tu naajil báaxal	Táan wáaj k báaxal tu naajil báaxal	PERSON:1_PL
Táan wáaj a báaxale'ex báaxal tu naajil báaxal	Táan wáaj u báaxalo'ob tu naajil báaxal	PERSON:3_PL
Táan wáaj u báaxalo'ob tu naajil báaxal	Táan wáaj u báaxal tu naajil báaxal	PERSON:3_SI
Táan wáaj u báaxalo'ob tu naajil báaxal	Táan wáaj k báaxal tu naajil báaxal	PERSON:1_PL
Táan wáaj u báaxalo'ob tu naajil báaxal	Táan wáaj a báaxale'ex báaxal tu naajil báaxal	PERSON:2_PL
Táan wáaj u xook tu naajil xook	Táan wáaj k xook tu naajil xook	PERSON:1_PL
Táan wáaj u xook tu naajil xook	Táan wáaj a xooke'ex xook tu naajil xook	PERSON:2_PL
Táan wáaj u xook tu naajil xook	Táan wáaj u xooko'ob tu naajil xook	PERSON:3_PL
Táan wáaj k xook tu naajil xook	Táan wáaj u xook tu naajil xook	PERSON:3_SI
Táan wáaj k xook tu naajil xook	Táan wáaj a xooke'ex xook tu naajil xook	PERSON:2_PL
Táan wáaj k xook tu naajil xook	Táan wáaj u xooko'ob tu naajil xook	PERSON:3_PL
Táan wáaj a xooke'ex xook tu naajil xook	Táan wáaj u xook tu naajil xook	PERSON:3_SI
Táan wáaj a xooke'ex xook tu naajil xook	Táan wáaj k xook tu naajil xook	PERSON:1_PL
Táan wáaj a xooke'ex xook tu naajil xook	Táan wáaj u xooko'ob tu naajil xook	PERSON:3_PL
Táan wáaj u xooko'ob tu naajil xook	Táan wáaj u xook tu naajil xook	PERSON:3_SI
Táan wáaj u xooko'ob tu naajil xook	Táan wáaj k xook tu naajil xook	PERSON:1_PL
Táan wáaj u xooko'ob tu naajil xook	Táan wáaj a xooke'ex xook tu naajil xook	PERSON:2_PL
Yaan a boon tu naajil xook	Yaan u boon tu naajil xook	PERSON:3_SI
Yaan a boon tu naajil xook	Yaan k boon tu naajil xook	PERSON:1_PL
Yaan a boon tu naajil xook	Yaan a boone'ex xook tu naajil xook	PERSON:2_PL
Yaan a boon tu naajil xook	Yaan u boono'ob tu naajil xook	PERSON:3_PL
Yaan u boon tu naajil xook	Yaan a boon tu naajil xook	PERSON:2_SI
Yaan u boon tu naajil xook	Yaan k boon tu naajil xook	PERSON:1_PL
Yaan u boon tu naajil xook	Yaan a boone'ex xook tu naajil xook	PERSON:2_PL
Yaan u boon tu naajil xook	Yaan u boono'ob tu naajil xook	PERSON:3_PL
Yaan k boon tu naajil xook	Yaan a boon tu naajil xook	PERSON:2_SI
Yaan k boon tu naajil xook	Yaan u boon tu naajil xook	PERSON:3_SI
Yaan k boon tu naajil xook	Yaan a boone'ex xook tu naajil xook	PERSON:2_PL
Yaan k boon tu naajil xook	Yaan u boono'ob tu naajil xook	PERSON:3_PL
Yaan a boone'ex xook tu naajil xook	Yaan a boon tu naajil xook	PERSON:2_SI
Yaan a boone'ex xook tu naajil xook	Yaan u boon tu naajil xook	PERSON:3_SI
Yaan a boone'ex xook tu naajil xook	Yaan k boon tu naajil xook	PERSON:1_PL
Yaan a boone'ex xook tu naajil xook	Yaan u boono'ob tu naajil xook	PERSON:3_PL
Yaan u boono'ob tu naajil xook	Yaan a boon tu naajil xook	PERSON:2_SI
Yaan u boono'ob tu naajil xook	Yaan u boon tu naajil xook	PERSON:3_SI
Yaan u boono'ob tu naajil xook	Yaan k boon tu naajil xook	PERSON:1_PL
Yaan u boono'ob tu naajil xook	Yaan a boone'ex xook tu naajil xook	PERSON:2_PL
Yaan a báaxal tu naajil báaxal	Yaan u báaxal tu naajil báaxal	PERSON:3_SI
Yaan a báaxal tu naajil báaxal	Yaan k báaxal tu naajil báaxal	PERSON:1_PL
Yaan a báaxal tu naajil báaxal	Yaan a báaxale'ex báaxal tu naajil báaxal	PERSON:2_PL
Yaan a báaxal tu naajil báaxal	Yaan u báaxalo'ob tu naajil báaxal	PERSON:3_PL
Yaan u báaxal tu naajil báaxal	Yaan a báaxal tu naajil báaxal	PERSON:2_SI
Yaan u báaxal tu naajil báaxal	Yaan k báaxal tu naajil báaxal	PERSON:1_PL
Yaan u báaxal tu naajil báaxal	Yaan a báaxale'ex báaxal tu naajil báaxal	PERSON:2_PL
Yaan u báaxal tu naajil báaxal	Yaan u báaxalo'ob tu naajil báaxal	PERSON:3_PL
Yaan k báaxal tu naajil báaxal	Yaan a báaxal tu naajil báaxal	PERSON:2_SI
Yaan k báaxal tu naajil báaxal	Yaan u báaxal tu naajil báaxal	PERSON:3_SI
Yaan k báaxal tu naajil báaxal	Yaan a báaxale'ex báaxal tu naajil báaxal	PERSON:2_PL
Yaan k báaxal tu naajil báaxal	Yaan u báaxalo'ob tu naajil báaxal	PERSON:3_PL
Yaan a báaxale'ex báaxal tu naajil báaxal	Yaan a báaxal tu naajil báaxal	PERSON:2_SI
Yaan a báaxale'ex báaxal tu naajil báaxal	Yaan u báaxal tu naajil báaxal	PERSON:3_SI
Yaan a báaxale'ex báaxal tu naajil báaxal	Yaan k báaxal tu naajil báaxal	PERSON:1_PL
Yaan a báaxale'ex báaxal tu naajil báaxal	Yaan u báaxalo'ob tu naajil báaxal	PERSON:3_PL
Yaan u báaxalo'ob tu naajil báaxal	Yaan a báaxal tu naajil báaxal	PERSON:2_SI
Yaan u báaxalo'ob tu naajil báaxal	Yaan u báaxal tu naajil báaxal	PERSON:3_SI
Yaan u báaxalo'ob tu naajil báaxal	Yaan k báaxal tu naajil báaxal	PERSON:1_PL
Yaan u báaxalo'ob tu naajil báaxal	Yaan a báaxale'ex báaxal tu naajil báaxal	PERSON:2_PL
Yaan a jochik chak nal ta kool	Yaan ek jochik chak nal tek kool	PERSON:1_PL
Yaan a jochik chak nal ta kool	Yaan a jochike'ex chak nal ta koole'ex	PERSON:2_PL
Yaan a jochik chak nal ta kool	Yaan u jochiko'ob chak nal tu koolo'ob	PERSON:3_PL
Yaan ek jochik chak nal tek kool	Yaan a jochik chak nal ta kool	PERSON:2_SI
Yaan ek jochik chak nal tek kool	Yaan a jochike'ex chak nal ta koole'ex	PERSON:2_PL
Yaan ek jochik chak nal tek kool	Yaan u jochiko'ob chak nal tu koolo'ob	PERSON:3_PL
Yaan a jochike'ex chak nal ta koole'ex	Yaan a jochik chak nal ta kool	PERSON:2_SI
Yaan a jochike'ex chak nal ta koole'ex	Yaan ek jochik chak nal tek kool	PERSON:1_PL
Yaan a jochike'ex chak nal ta koole'ex	Yaan u jochiko'ob chak nal tu koolo'ob	PERSON:3_PL
Yaan u jochiko'ob chak nal tu koolo'ob	Yaan a jochik chak nal ta kool	PERSON:2_SI
Yaan u jochiko'ob chak nal tu koolo'ob	Yaan ek jochik chak nal tek kool	PERSON:1_PL
Yaan u jochiko'ob chak nal tu koolo'ob	Yaan a jochike'ex chak nal ta koole'ex	PERSON:2_PL
Yaan in jaantik ch'ujuko'ob tu k'íiwikil koonol	Yaan in bisik ch'ujuko'ob tu k'íiwikil koonol	MARK:S
Yaan in jaantik ch'ujuko'ob tu k'íiwikil koonol	Yaan in k'a'aytik ch'ujuko'ob tu k'íiwikil koonol	MARK:T
Yaan in bisik ch'ujuko'ob tu k'íiwikil koonol	Yaan in jaantik ch'ujuko'ob tu k'íiwikil koonol	MARK:T
Yaan in bisik ch'ujuko'ob tu k'íiwikil koonol	Yaan in k'a'aytik ch'ujuko'ob tu k'íiwikil koonol	MARK:T
Yaan in k'a'aytik ch'ujuko'ob tu k'íiwikil koonol	Yaan in jaantik ch'ujuko'ob tu k'íiwikil koonol	MARK:T
Yaan in k'a'aytik ch'ujuko'ob tu k'íiwikil koonol	Yaan in bisik ch'ujuko'ob tu k'íiwikil koonol	MARK:S
Yaan a suut tu naajil xook	Yaan u suut tu naajil xook	PERSON:3_SI
Yaan a suut tu naajil xook	Yaan k suut tu naajil xook	PERSON:1_PL
Yaan a suut tu naajil xook	Yaan a suute'ex xook tu naajil xook	PERSON:2_PL
Yaan a suut tu naajil xook	Yaan u suuto'ob tu naajil xook	PERSON:3_PL
Yaan u suut tu naajil xook	Yaan a suut tu naajil xook	PERSON:2_SI
Yaan u suut tu naajil xook	Yaan k suut tu naajil xook	PERSON:1_PL
Yaan u suut tu naajil xook	Yaan a suute'ex xook tu naajil xook	PERSON:2_PL
Yaan u suut tu naajil xook	Yaan u suuto'ob tu naajil xook	PERSON:3_PL
Yaan k suut tu naajil xook	Yaan a suut tu naajil xook	PERSON:2_SI
Yaan k suut tu naajil xook	Yaan u suut tu naajil xook	PERSON:3_SI
Yaan k suut tu naajil xook	Yaan a suute'ex xook tu naajil xook	PERSON:2_PL
Yaan k suut tu naajil xook	Yaan u suuto'ob tu naajil xook	PERSON:3_PL
Yaan a suute'ex xook tu naajil xook	Yaan a suut tu naajil xook	PERSON:2_SI
Yaan a suute'ex xook tu naajil xook	Yaan u suut tu naajil xook	PERSON:3_SI
Yaan a suute'ex xook tu naajil xook	Yaan k suut tu naajil xook	PERSON:1_PL
Yaan a suute'ex xook tu naajil xook	Yaan u suuto'ob tu naajil xook	PERSON:3_PL
Yaan u suuto'ob tu naajil xook	Yaan a suut tu naajil xook	PERSON:2_SI
Yaan u suuto'ob tu naajil xook	Yaan u suut tu naajil xook	PERSON:3_SI
Yaan u suuto'ob tu naajil xook	Yaan k suut tu naajil xook	PERSON:1_PL
Yaan u suuto'ob tu naajil xook	Yaan a suute'ex xook tu naajil xook	PERSON:2_PL
Yaan a xook tu naajil xook	Yaan u xook tu naajil xook	PERSON:3_SI
Yaan a xook tu naajil xook	Yaan k xook tu naajil xook	PERSON:1_PL
Yaan a xook tu naajil xook	Yaan a xooke'ex xook tu naajil xook	PERSON:2_PL
Yaan a xook tu naajil xook	Yaan u xooko'ob tu naajil xook	PERSON:3_PL
Yaan u xook tu naajil xook	Yaan a xook tu naajil xook	PERSON:2_SI
Yaan u xook tu naajil xook	Yaan k xook tu naajil xook	PERSON:1_PL
Yaan u xook tu naajil xook	Yaan a xooke'ex xook tu naajil xook	PERSON:2_PL
Yaan u xook tu naajil xook	Yaan u xooko'ob tu naajil xook	PERSON:3_PL
Yaan k xook tu naajil xook	Yaan a xook tu naajil xook	PERSON:2_SI
Yaan k xook tu naajil xook	Yaan u xook tu naajil xook	PERSON:3_SI
Yaan k xook tu naajil xook	Yaan a xooke'ex xook tu naajil xook	PERSON:2_PL
Yaan k xook tu naajil xook	Yaan u xooko'ob tu naajil xook	PERSON:3_PL
Yaan a xooke'ex xook tu naajil xook	Yaan a xook tu naajil xook	PERSON:2_SI
Yaan a xooke'ex xook tu naajil xook	Yaan u xook tu naajil xook	PERSON:3_SI
Yaan a xooke'ex xook tu naajil xook	Yaan k xook tu naajil xook	PERSON:1_PL
Yaan a xooke'ex xook tu naajil xook	Yaan u xooko'ob tu naajil xook	PERSON:3_PL
Yaan u xooko'ob tu naajil xook	Yaan a xook tu naajil xook	PERSON:2_SI
Yaan u xooko'ob tu naajil xook	Yaan u xook tu naajil xook	PERSON:3_SI
Yaan u xooko'ob tu naajil xook	Yaan k xook tu naajil xook	PERSON:1_PL
Yaan u xooko'ob tu naajil xook	Yaan a xooke'ex xook tu naajil xook	PERSON:2_PL
Mina'an wáaj ti'ob 17 ja'abo'ob	Yaan wáaj ti' te'ex kex 17 ja'abo'ob	TYPE:NEG;SUBTYPE:INT
Mina'anten 18 ja'abo'ob	Mina'an wáaj ti' teen 18 ja'abo'ob	TYPE:NEG;SUBTYPE:INT
Yaan wáaj u báaxal tu naajil báaxal	Yaan wáaj k báaxal tu naajil báaxal	PERSON:1_PL
Yaan wáaj u báaxal tu naajil báaxal	Yaan wáaj a báaxale'ex báaxal tu naajil báaxal	PERSON:2_PL
Yaan wáaj u báaxal tu naajil báaxal	Yaan wáaj u báaxalo'ob tu naajil báaxal	PERSON:3_PL
Yaan wáaj k báaxal tu naajil báaxal	Yaan wáaj u báaxal tu naajil báaxal	PERSON:3_SI
Yaan wáaj k báaxal tu naajil báaxal	Yaan wáaj a báaxale'ex báaxal tu naajil báaxal	PERSON:2_PL
Yaan wáaj k báaxal tu naajil báaxal	Yaan wáaj u báaxalo'ob tu naajil báaxal	PERSON:3_PL
Yaan wáaj a báaxale'ex báaxal tu naajil báaxal	Yaan wáaj u báaxal tu naajil báaxal	PERSON:3_SI
Yaan wáaj a báaxale'ex báaxal tu naajil báaxal	Yaan wáaj k báaxal tu naajil báaxal	PERSON:1_PL
Yaan wáaj a báaxale'ex báaxal tu naajil báaxal	Yaan wáaj u báaxalo'ob tu naajil báaxal	PERSON:3_PL
Yaan wáaj u báaxalo'ob tu naajil báaxal	Yaan wáaj u báaxal tu naajil báaxal	PERSON:3_SI
Yaan wáaj u báaxalo'ob tu naajil báaxal	Yaan wáaj k báaxal tu naajil báaxal	PERSON:1_PL
Yaan wáaj u báaxalo'ob tu naajil báaxal	Yaan wáaj a báaxale'ex báaxal tu naajil báaxal	PERSON:2_PL
Yaan wáaj u manik u najil	Mix tu manik u najil	TYPE:NEG;SUBTYPE:DEC;PERSON:3_SI
Yaan wáaj u xook tu naajil xook	Yaan wáaj k xook tu naajil xook	PERSON:1_PL
Yaan wáaj u xook tu naajil xook	Yaan wáaj a xooke'ex xook tu naajil xook	PERSON:2_PL
Yaan wáaj u xook tu naajil xook	Yaan wáaj u xooko'ob tu naajil xook	PERSON:3_PL
Yaan wáaj k xook tu naajil xook	Yaan wáaj u xook tu naajil xook	PERSON:3_SI
Yaan wáaj k xook tu naajil xook	Yaan wáaj a xooke'ex xook tu naajil xook	PERSON:2_PL
Yaan wáaj k xook tu naajil xook	Yaan wáaj u xooko'ob tu naajil xook	PERSON:3_PL
Yaan wáaj a xooke'ex xook tu naajil xook	Yaan wáaj u xook tu naajil xook	PERSON:3_SI
Yaan wáaj a xooke'ex xook tu naajil xook	Yaan wáaj k xook tu naajil xook	PERSON:1_PL
Yaan wáaj a xooke'ex xook tu naajil xook	Yaan wáaj u xooko'ob tu naajil xook	PERSON:3_PL
Yaan wáaj u xooko'ob tu naajil xook	Yaan wáaj u xook tu naajil xook	PERSON:3_SI
Yaan wáaj u xooko'ob tu naajil xook	Yaan wáaj k xook tu naajil xook	PERSON:1_PL
Yaan wáaj u xooko'ob tu naajil xook	Yaan wáaj a xooke'ex xook tu naajil xook	PERSON:2_PL
Yaan wáaj a bin ich kool	Yaan wáaj u bin ich kool	PERSON:3_SI
Yaan wáaj a bin ich kool	Yaan wáaj u bino'ob ich kool	PERSON:3_PL
Yaan wáaj a bin ich kool	Yaan wáaj a bine'ex ich kool	PERSON:2_PL
Yaan wáaj a bin ich kool	Yaan wáaj ek bin ich kool	PERSON:1_PL
Yaan wáaj u bin ich kool	Yaan wáaj a bin ich kool	PERSON:2_SI
Yaan wáaj u bin ich kool	Yaan wáaj u bino'ob ich kool	PERSON:3_PL
Yaan wáaj u bin ich kool	Yaan wáaj a bine'ex ich kool	PERSON:2_PL
Yaan wáaj u bin ich kool	Yaan wáaj ek bin ich kool	PERSON:1_PL
Yaan wáaj u bino'ob ich kool	Yaan wáaj a bin ich kool	PERSON:2_SI
Yaan wáaj u bino'ob ich kool	Yaan wáaj u bin ich kool	PERSON:3_SI
Yaan wáaj u bino'ob ich kool	Yaan wáaj a bine'ex ich kool	PERSON:2_PL
Yaan wáaj u bino'ob ich kool	Yaan wáaj ek bin ich kool	PERSON:1_PL
Yaan wáaj a bine'ex ich kool	Yaan wáaj a bin ich kool	PERSON:2_SI
