Source	Target	Change
Ta meentike'ex janal ich kool	Ta meentik janal ich kool	PERSON:2_SI
Ma' tu yilaj u sáastal tu kaajali'	Ma' ta wile'ex u sáastal ta kaajale'exi'	PERSON:2_PL
Yaan wáaj u báaxalo'ob tu naajil báaxal	Yaan wáaj u báaxalo'ob tu naajil báaxal	NOCHANGE
Te'exe' jbúule'ex	Teche' jbúulech	PERSON:2_SI
Tene' áak'ab wáaj kin bin tu k'íiwikil koonol	Tene' ma' áak'ab wáaj kin bin tu k'íiwikil koonoli'	TYPE:NEG;SUBTYPE:INT
Jach k'a'abéet wáaj u bin tu k'íiwikil koonol	Jach k'a'abéet wáaj u bin tu k'íiwikil koonol	NOCHANGE
To'one' k u'uyik wáaj ooxol	To'one' k u'uyik wáaj ooxol	PERSON:1_PL
Táan k boon tu naajil xook	Táan u boono'ob tu naajil xook	PERSON:3_PL
Leti'obe' ku báaxalo'ob paarkée	Teche' ka báaxal paarkée	PERSON:2_SI
Ma' a wojel u ja'abili'	Ma' a wojel u ja'abili'	NOCHANGE
To'one' kek bin xíimbal ta wotoch	Leti'e' ku bin xíimbal ta wotoch	PERSON:3_SI
Ook'in u bino'ob merkaado	Ook'in a bin merkaado	PERSON:2_SI
Leti'e' ma' jbúuli'	Leti'e' ma' jbúuli'	NOCHANGE
Yaan wáaj u bino'ob koonol merkaado	Yaan wáaj k bin koonol merkaado	PERSON:1_PL
Jach k'a'abéet wáaj u bino'ob tu k'íiwikil koonol	Jach k'a'abéet wáaj u bin tu k'íiwikil koonol	PERSON:3_SI
Ma' ta wilaj u sáastal ta kaajali'	Ma' ta wile'ex u sáastal ta kaajale'exi'	PERSON:2_PL
Teche' ajkoonolech	Te'exe' ajkoonole'ex	PERSON:2_PL
Ka wu'uyik wáaj ooxol	Ka wu'uyik wáaj ooxol	NOCHANGE
Ka'abeje' yaan a bin koonol	Ka'abeje' yaan u bino'ob koonol	PERSON:3_PL
Suuk in bin koonol tu k'íiwikil koonol	Suuk in bin koonol tu k'íiwikil koonol	NOCHANGE
Táan u kaxtik a najil	Tan k kaxtik a najil	PERSON:1_PL
Ma' táan u bino'ob ich kooli'	Ma' táan a bine'ex ich kooli'	PERSON:2_PL
Táan wáaj a bine'ex koonol merkaado	Táan wáaj k bin koonol merkaado	PERSON:1_PL
Ma' a wojel u ja'abili'	Ma' u yojel u ja'abili'	PERSON:3_SI
Ma' táan u bino'ob koonol merkaadoi'	Ma' táan a bin koonol merkaadoi'	PERSON:2_SI
Táan u meyaj tu kool	Táan u meyaj tu kool	NOCHANGE
Ma' táan u bin koonol merkaadoi'	Ma' táan k bin koonol merkaadoi'	PERSON:3_PL
To'one' in k'aaba'one'	Leti'e' u k'aaba'e'	ASPECT:HAB;PERSON:3_SI
Táan a bin koonol merkaado	Táan u bino'ob koonol merkaado	PERSON:3_PL
Mix leti'ob kajakbalo'ob ta wotoch	Mix te'ex kajakbale'ex ta wotoch	PERSON:2_PL
To'one' ts'oka'an wáaj k beel	To'one' ts'oka'an wáaj k beel	NOCHANGE
Yaan in manik ya'abach ba'alob tu k'íiwikil koonol	K'a'abéet in manik ya'abach ba'alob tu k'íiwikil koonol	ASPECT:OBL
To'one' ma' jbúulo'on wáaj	Te'exe' ma' jbúule'ex wáaj	PERSON:2_PL
Leti'e' ku báaxal paarkée	To'one' k báaxal paarkée	PERSON:1_PL
Ma' k ojel u ja'abili'	Ma' u yojelo'ob u ja'abili'	PERSON:3_PL
Táant in bin koonol tu k'íiwikil koonole'	Káaj in bin koonol tu k'íiwikil koonol	ASPECT:BEG
Táan wáaj u bino'ob ich kool	Táan wáaj u bino'ob ich kool	NOCHANGE
Jach k'a'abéet u bino'ob tu k'íiwikil koonol	Jach k'a'abéet u bino'ob tu k'íiwikil koonol	NOCHANGE
Yaan wáaj u bin koonol tu k'íiwikil koonol	Yaan wáaj u bin koonol tu k'íiwikil koonol	PERSON:3_SI
Ma' k'a'abéet in bin maan tu k'íiwikil koonoli'	Ma' káaj in bin maan tu k'íiwikil koonoli'	ASPECT:BEG;TENSE:PAS_SIM
Yaan wáaj a báaxale'ex báaxal tu naajil báaxal	Yaan wáaj u báaxal tu naajil báaxal	PERSON:3_SI
Leti'e' u jatsmajubáaj	Leti'obe' u jatsmajuba'ob	PERSON:3_PL
Táan wáaj k bin koonol tu k'íiwikil koonol	Táan wáaj u bin koonol tu k'íiwikil koonol	PERSON:3_SI
Yaan u boon tu naajil xook	Yaan k boon tu naajil xook	PERSON:1_PL
Ma' kajakbale'ex tin wotochi'	Ma' kajakbale'ex tin wotochi'	NOCHANGE
Mix teech kajakbalech ta wotoch	Mix leti' kajakbal ta wotoch	PERSON:3_SI
K'a'abéet in suut koonol merkaado	Taak in suut koonol merkaado	ASPECT:DES
Ta manaj a najil	Ta manaj a najil	NOCHANGE
Táan u boon tu naajil xook	Táan u boon tu naajil xook	NOCHANGE
Ma' tan a k'íilkabi'	Ma' tan k k'íilkabi'	PERSON:1_PL
Táan wáaj a bine'ex koonol tu k'íiwikil koonol	Táan wáaj a bine'ex koonol tu k'íiwikil koonol	NOCHANGE
Ts'o'ok in manik janal tu k'íiwikil koonol	Ts'o'ok in manik janal tu k'íiwikil koonol	NOCHANGE
Táan u kaxtiko'ob a wotoch	Táan u kaxtiko'ob a wotoch	NOCHANGE
To'one' bino'on áalkab te' taam paarkéeo'	Leti'e' bin áalkab te' taam paarkéeo'	PERSON:3_SI
Leti'e' kajakbal weye'	Teche' kajakbalech weye'	PERSON:2_SI
Ta konaj wáaj a najil	Ta konaj wáaj a najil	NOCHANGE
Ma' k a'alik u k'aaba'	Ma' a wa'alike'ex u k'aaba'	PERSON:2_PL
Yaan in manik ya'abach ba'alob tu k'íiwikil koonol	Táan in manik ya'abach ba'alob tu k'íiwikil koonol	ASPECT:PRG
Mix te'ex kajakbale'ex ta wotoch	Mix te'ex kajakbale'ex ta wotoch	NOCHANGE
Táan wáaj u bino'ob ich kool	Táan wáaj ek bin ich kool	PERSON:1_PL
Yaan wáaj a bine'ex koonol tu k'íiwikil koonol	Yaan wáaj u bino'ob koonol tu k'íiwikil koonol	PERSON:3_PL
Yaan wáaj u bin koonol merkaado	Yaan wáaj u bino'ob koonol merkaado	PERSON:3_PL
Yaan in wilikech te' tu kúuchil báaxalo'	Táant in wilikech te' tu kúuchil báaxalo'	ASPECT:IMM;TENSE:PAS_SIM
Jaypéel k'iino'ob ka bin tu k'íiwikil koonol	Jaypéel k'iino'ob ka bin tu k'íiwikil koonol	NOCHANGE
Ma' tu yu'ubiko'ob ooxoli'	Ma' ta wu'uyik ooxoli'	PERSON:2_SI
Tu'ux kajakbalech	Tu'ux kajakbalo'ob	PERSON:3_PL
Tin konaj u k'áaxil in kool	Tin konaj u k'áaxil in kool	NOCHANGE
To'one' áak'ab wáaj k bin tu k'íiwikil koonol	Leti'e' áak'ab wáaj ku bin tu k'íiwikil koonol	PERSON:3_SI
Ma' tu yu'ubiko'ob ooxoli'	Ma' tu yu'ubiko'ob ooxoli'	PERSON:3_PL
Táan k bin koonol merkaado	Táan a bin koonol merkaado	PERSON:2_SI
K'a'abéet in suut koonol merkaado	Ts'o'ok in suut koonol merkaado	ASPECT:TER;TENSE:PAS_SIM
Jach k'a'abéet a bine'ex tu k'íiwikil koonol	Jach k'a'abéet u bin tu k'íiwikil koonol	PERSON:3_SI
Leti'e' jbúulij	Teche' jbúulech	PERSON:2_SI
Táan a báaxale'ex báaxal tu naajil báaxal	Táan u báaxal tu naajil báaxal	PERSON:3_SI
Jayp'éel k'iino'ob ku bin tu k'íiwikil koonol	jayp'éel k'iino'ob ku bino'ob tu k'íiwikil koonol	PERSON:3_PL
Te'exe' ma' wáaj áak'ab ka bine'ex merkaadoi'	To'one' ma' wáaj áak'ab kek bin merkaadoi'	PERSON:1_PL
Ma' tin wu'uyik ooxoli'	Ma' tin wu'uyik ooxoli'	NOCHANGE
Yaan wáaj a bin koonol tu k'íiwikil koonol	Yaan wáaj u bino'ob koonol tu k'íiwikil koonol	PERSON:3_PL
Táan k bin koonol tu k'íiwikil koonol	Táan a bin koonol tu k'íiwikil koonol	PERSON:2_SI
Yaan a suut tu naajil xook	Yaan a suut tu naajil xook	NOCHANGE
Ts'oka'an wáaj a beel	Ts'oka'an wáaj u beel	PERSON:3_SI
To'one' ma' jbúulo'oni'	To'one' ma' jbúulo'oni'	NOCHANGE
ma'alob jk'a'amiken tu naajil xook	ma'alob jk'a'amiken tu naajil xook	NOCHANGE
Yaan u báaxal tu naajil báaxal	Yaan a báaxal tu naajil báaxal	PERSON:2_SI
Ts'oka'an wáaj a beel	Ts'oka'an wáaj u beelo'ob	PERSON:3_PL
Ma' tin wilike'ex tu k'íiwikil koonol	Ma' tin wilikech tu k'íiwikil koonol	PERSON:1_SI
Táan a meyaj ich kool	Táan a meyaje'ex ich kool	PERSON:2_PL
Tene' kin bin paak'áal ich kool	Tene' kin bin paak'áal ich kool	NOCHANGE
To'one' áak'ab kek bin merkaado	Leti'e' áak'ab ku bin merkaado	PERSON:3_SI
To'one' k k'aaba'e'	Leti'e' u k'aaba'e'	ASPECT:HAB;PERSON:3_SI
Ma' jach k'a'abéet wáaj u bino'ob tu k'íiwikil koonoli'	Ma' jach k'a'abéet wáaj u bin tu k'íiwikil koonoli'	PERSON:3_SI
Te'exe' ti' kajakbale'ex tu yotoche'	Te'exe' ti' kajakbale'ex tu yotoche'	NOCHANGE
Ma' jach k'a'abéet u bino'ob tu k'íiwikil koonoli'	Ma' jach k'a'abéet u bin k'íiwikil koonoli'	PERSON:3_SI
Te'exe' ajkoonole'ex	Te'exe' ajkoonole'ex	NOCHANGE
Ma' suuk in bin maan tu k'íiwikil koonoli'	Ma' k'a'abéet in bin maan tu k'íiwikil koonoli'	ASPECT:OBL
Te' u taal tu kaajil Kopomae'	Te' u taal tu kaajil Kopomae'	NOCHANGE
Je'el in bin koonol tu k'íiwikil koonole'	Je'el in bin koonol tu k'íiwikil koonole'	NOCHANGE
Ma' ts'oka'an k beeli'	Ma' ts'oka'an u beelo'obi'	PERSON:3_PL
Tu'ux kajakbale'ex	Tu'ux kajakbalo'ob	PERSON:3_PL
Leti'obe' táan u bino'ob koonol tu k'íiwikil koonol	Leti'obe' táan u bino'ob koonol tu k'íiwikil koonol	PERSON:3_PL
Máax yéetel je'el a bin koonol tu kúuchil báaxale'	Máax yéetel suuk a bin koonol tu kúuchil báaxal	SUBTYPE:DEC;ASPECT:CUS
K'a'abéet in wilikech te' tu kúuchil báaxalo'	Táan in wilikech te' tu kúuchil báaxalo'	ASPECT:PRG
Yaan wáaj u bin ich kool	Yaan wáaj u bino'ob ich kool	PERSON:3_PL
Ts'oka'an wáaj k beel	Ts'oka'an wáaj u beelo'ob	PERSON:3_PL
Te' u taal tu kaajil Kopomae'	Te' u taalo'ob tu kaajil Kopomae'	PERSON:3_PL
Leti'e' u jatsmajubáaj	Leti'e' u jatsmajubáaj	NOCHANGE
Ma' tan u k'íilkabo'obi'	Ma' tan a k'íilkabi'	PERSON:2_SI
Je'el in suut koonol merkaado	Je'el in suut koonol merkaado	NOCHANGE
Táan wáaj a boone'ex xook tu naajil xook	Táan wáaj u boono'ob tu naajil xook	PERSON:3_PL
Ma' jach k'a'abéet a bine'ex k'íiwikil koonoli'	Ma' jach k'a'abéet u bin k'íiwikil koonoli'	PERSON:3_SI
Ma' tan a k'íilkabi'	Ma' tan u k'íilkabo'obi'	PERSON:3_PL
Ma' ta wu'uyik ooxoli'	Ma' tu yu'ubik ooxoli'	PERSON:3_SI
Ma' ta wu'uyike'ex wáaj ooxoli'	Ma' tu yu'ubik wáaj ooxoli'	PERSON:3_SI
Ma' tu yilo'ob u sáastal tu kaajalo'obi'	Ma' ta wilaj u sáastal ta kaajali'	PERSON:2_SI
Ma' tan u k'íilkabi'	Ma' tan k k'íilkabi'	PERSON:1_PL
Ook'in a bine'ex k'íiwikil koonol	Ook'in u bino'ob k'íiwikil koonol	PERSON:3_PL
Táan k suut tu naajil xook	Táan k suut tu naajil xook	NOCHANGE
Ma' kajakbal tin wotochi'	Ma' kajakbalech tin wotochi'	PERSON:2_SI
Táan a suute'ex xook tu naajil xook	Táan u suut tu naajil xook	PERSON:3_SI
Ta manaj u k'áaxil a beetik a kool	Ta manaj u k'áaxil a beetik a kool	NOCHANGE
Sáansamal ku bino'ob merkaado	Sáansamal ka bine'ex merkaado	PERSON:2_PL
Leti'e' jbúulij	To'one' jbúulo'on	PERSON:1_PL
Ta manaj wáaj u k'áaxil uti'al a beetik a kool	Ta manaj wáaj u k'áaxil uti'al a beetik a kool	NOCHANGE
Sáansamal ku bino'ob merkaado	Sáansamal ku bin merkaado	PERSON:3_SI
Ma' kajakbalech tin wotochi'	Ma' kajakbalo'ob tin wotochi'	PERSON:3_PL
Jbinen áalkab te' taam paarkéeo'	Jbinen áalkab te' taam paarkéeo'	NOCHANGE
Táan u báaxal tu naajil báaxal	Táan k báaxal tu naajil báaxal	PERSON:1_PL
Suuk in manik ya'abach ba'alob tu k'íiwikil koonol	Káaj in manik ya'abach ba'alob tu k'íiwikil koonol	ASPECT:BEG;TENSE:PAS_SIM
Ma' múulkajakbal tu yéeteli'	Ma' múulkajakbal tu yéeteli'	NOCHANGE
Ma' wáaj ta bin merkaado	Ma' wáaj ta bin merkaado	NOCHANGE
Máax yéetel suuk a bin koonol tu kúuchil báaxal	Máax yéetel suuk a bin koonol tu kúuchil báaxal	NOCHANGE
Leti'e' ku bin xíimbal ta wotoch	To'one' kek bin xíimbal ta wotoch	PERSON:1_PL
Yaan u suuto'ob tu naajil xook	Yaan k suut tu naajil xook	PERSON:1_PL
Ma' táan a bine'ex ich kooli'	Ma' táan a bin ich kooli'	PERSON:2_SI
Te'exe' táan a bine'ex koonol tu k'íiwikil koonol	Leti'obe' táan u bino'ob koonol tu k'íiwikil koonol	PERSON:3_PL
Tan k kaxtik a najil	Tu kaxko'ob a najil	PERSON:3_PL
K'a'abéet in suut koonol merkaado	Suuk in suut koonol merkaado	ASPECT:CUS
Táan wáaj k bin koonol tu k'íiwikil koonol	Táan wáaj k bin koonol tu k'íiwikil koonol	NOCHANGE
Tu yilaj u sáastal tu kaajal	Tu yilaj u sáastal tu kaajal	NOCHANGE
Jayp'éel k'iino'ob ku bin merkaado	Jayp'éel k'iino'ob ku bino'ob merkaado	PERSON:3_PL
Tan k kaxtik a najil	Tan k kaxtik a najil	NOCHANGE
Táan in manik ya'abach ba'alob tu k'íiwikil koonol	Káaj in manik ya'abach ba'alob tu k'íiwikil koonol	ASPECT:BEG;TENSE:PAS_SIM
Teche' ka báaxal paarkée	To'one' k báaxal paarkée	PERSON:1_PL
K'a'abéet in manik ya'abach ba'alob tu k'íiwikil koonol	Táan in manik ya'abach ba'alob tu k'íiwikil koonol	ASPECT:PRG
Ma' táan u bino'ob koonol tu k'íiwikil koonol	Ma' táan a bine'ex koonol tu k'íiwikil koonol	PERSON:2_PL
Táan a míistik in najil	Ta míistik in najil	PERSON:2_SI
Tek núukaj buka'aj k ja'abil	Tu núukaj buka'aj u ja'abil	PERSON:3_SI
To'onen yaanto'on meyaj biología	To'onen yaanto'on meyaj biología	NOCHANGE
Te' k taal tu kaajil Kopomae'	Te' u taalo'ob tu kaajil Kopomae'	PERSON:3_PL
Kin bin koonol tu k'íiwikil koonol	Suuk in bin koonol tu k'íiwikil koonol	ASPECT:CUS
Ts'o'ok in suut koonol merkaado	Táant in suut koonol merkaadoe'	ASPECT:IMM;TENSE:PAS_SIM
Táan wáaj u xooko'ob tu naajil xook	Táan wáaj u xook tu naajil xook	PERSON:3_SI
Teche' ka bin paak'áal ich kool	Teche' ka bin paak'áal ich kool	NOCHANGE
Tin manaj u k'áaxil uti'al in beetik in kool	Tin manaj u k'áaxil uti'al in beetik in kool	NOCHANGE
Yaan a suute'ex xook tu naajil xook	Yaan u suut tu naajil xook	PERSON:3_SI
Ma' tu yu'ubiko'ob wáaj ooxoli'	Ma' ta wu'uyike'ex wáaj ooxoli'	PERSON:2_PL
Ma' tu yu'ubiko'ob wáaj ooxoli'	Ma' tu yu'ubiko'ob wáaj ooxoli'	NOCHANGE
Ma' tan a k'íilkabe'exi'	Ma' tan a k'íilkabe'exi'	NOCHANGE
Leti'obe' ku báaxalo'ob paarkée	Te'exe' ka báaxale'ex paarkée	PERSON:2_PL
Leti'obe' ti' kajakbalo'ob tu yotoche'	Te'exe' ti' kajakbale'ex tu yotoche'	PERSON:2_PL
Teche' a k'aaba'e'	To'one' k k'aaba'e'	ASPECT:HAB;PERSON:1_PL
Yaan u boono'ob tu naajil xook	Yaan k boon tu naajil xook	PERSON:1_PL
Tu'ux kajakbalo'ob	Tu'ux kajakbale'ex	PERSON:2_PL
Tu yilaj wáaj u sáastal tu kaajal	Ta wile'ex wáaj u sáastal ta kaajale'ex	PERSON:2_PL
Ki'imak u yóolo'ob u bino'ob tu koolo'ob	Ki'imak u yóolo'ob u bino'ob tu koolo'ob	NOCHANGE
Táan u kaxtik a najil	Táan u kaxtiko'ob a naajil	PERSON:3_PL
To'one' ti' k taali'	To'one' ti' in taalo'oni'	PERSON:1_PL
To'one' ajkoonolo'on	Teche' ajkoonolech	PERSON:2_SI
Yaan a boon tu naajil xook	Yaan u boon tu naajil xook	PERSON:3_SI
Yaan in bin koonol tu k'íiwikil koonol	Taak in bin koonol tu k'íiwikil koonol	ASPECT:DES
Yaan wáaj a bine'ex koonol tu k'íiwikil koonol	Yaan wáaj u bin koonol tu k'íiwikil koonol	PERSON:3_SI
Máax yéetel ts'o'ok a bin koonol tu kúuchil báaxal	Máax yéetel ts'o'ok a bin koonol tu kúuchil báaxal	NOCHANGE
Ma' ts'oka'an u beelo'obi'	Ma' ts'oka'an k beeli'	PERSON:1_PL
To'one' k u'uyik wáaj ooxol	ku yu'ubik wáaj ooxol	PERSON:3_SI
Jweenech ich kool	Jweene'ex ich kool	PERSON:2_PL
Te'exe' ka taale'ex paak'áal ich kool	To'one' kek bin paak'áal ich kool	PERSON:1_PL
Ma' kajakbal tin wotochi'	Ma' kajakbal tin wotochi'	NOCHANGE
Tu kaxko'ob a najil	Tu kaxko'ob a najil	NOCHANGE
Teche' a jatsmajabáaj	Te'exe' a jatsmajaba'ex	PERSON:2_PL
Jbinen xook te' paarkéeo'	Jbinen xook te' paarkéeo'	NOCHANGE
óok'otnaje'ex tu naajil xook	óok'otnajo'on tu naajil xook	PERSON:1_PL
Ma' tin wilikech tu k'íiwikil koonol	Ma' tin wilike'ex tu k'íiwikil koonol	PERSON:1_SI
Mix leti'ob kajakbalo'ob ta wotoch	Mix leti' kajakbal ta wotoch	PERSON:3_SI
Ma' táan a bin koonol merkaadoi'	Ma' táan u bin koonol merkaadoi'	PERSON:3_SI
To'one' áak'ab kek bin merkaado	To'one' áak'ab kek bin merkaado	NOCHANGE
Te'exe' ti' a taale'exi'	Teche' ti' a taali'	PERSON:2_SI
Tek k'aja'anto'on buka'aj k ja'abili'	Tek k'aja'anto'on buka'aj k ja'abili'	NOCHANGE
Tu núukaj buka'aj u ja'abilo'ob	Ta núukaj buka'aj a ja'abil	PERSON:2_SI
Ba'ax ja'abil jsíijij	Ba'ax ja'abil jsíijo'ob	PERSON:3_PL
Ma' táan a bin ich kooli'	Ma' táan u bino'ob ich kooli'	PERSON:3_PL
Teche' ka báaxal tu naajil xook	te'exe' ka báaxale'ex tu naajil xook	PERSON:2_PL
Jweenen merkaado	Jweenen merkaado	NOCHANGE
Ma' táan a bin koonol merkaadoi'	Ma' táan u bino'ob koonol merkaadoi'	PERSON:3_PL
Táan u xooko'ob tu naajil xook	Táan u xook tu naajil xook	PERSON:3_SI
Yaan wáaj u bino'ob koonol merkaado	Yaan wáaj u bin koonol merkaado	PERSON:3_SI
Yaan u xooko'ob tu naajil xook	Yaan a xook tu naajil xook	PERSON:2_SI
Jweene'ex ich kool	Jweeno'ob ich kool	PERSON:3_PL
Te'exe' jbúule'ex	Leti'e' jbúulij	PERSON:3_SI
Yaan wáaj u bino'ob koonol tu k'íiwikil koonol	Yaan wáaj u bino'ob koonol tu k'íiwikil koonol	NOCHANGE
To'one' k jatsmajekbáaj	Te'exe' a jatsmajaba'ex	PERSON:2_PL
Leti'e' ku báaxal paarkée	Teche' ka báaxal paarkée	PERSON:2_SI
Táan a suut tu naajil xook	Táan u suuto'ob tu naajil xook	PERSON:3_PL
Tan a k'íilkabe'ex	Tan k k'íilkab	PERSON:1_PL
Te'exe' ti' a taale'exi'	Leti'e' ti' u taali'	PERSON:3_SI
Ts'o'ok wáaj in jóok'ol koonol tu k'íiwikil koonol	Ts'o'ok wáaj in jóok'ol koonol tu k'íiwikil koonol	NOCHANGE
Ma' táan a bin ich kooli'	Ma' táan ek bin ich kooli'	PERSON:1_PL
Ma' k a'alik u k'aaba'	Ma' u ya'alik u k'aaba'	PERSON:3_SI
Sáansamal ku bin merkaado	Sáansamal ku bin merkaado	NOCHANGE
Táan u kaaxtik a wotoch	Táan u kaxtiko'ob a wotoch	PERSON:3_PL
Teche' áak'ab wáaj ka bin tu k'íiwikil koonol	Teche' áak'ab wáaj ka bin tu k'íiwikil koonol	NOCHANGE
Te'exe' áak'ab ka bine'ex merkaado	Teche' áak'ab ka bin merkaado	PERSON:2_SI
Mina'an wáaj ti' teen 18 ja'abo'ob	Mina'an wáaj ti' teen 18 ja'abo'ob	NOCHANGE
Táan wáaj u bin ich kool	Táan wáaj u bin ich kool	NOCHANGE
Tan k kaxtik a najil	Táan ek kaxtik a najil	PERSON:1_PL
Ma' jach k'a'abéet in bin merkaadoi'	Ma' jach k'a'abéet in bin merkaadoi'	NOCHANGE
To'one' ti' in taalo'oni'	Te'exe' ti' a taale'exi'	PERSON:2_PL
Táan ek kaxtik a najil	Tu kaxko'ob a najil	PERSON:3_PL
Jach wáaj k'a'abéet in bin k'íiwikil koonol	Jach wáaj k'a'abéet in bin k'íiwikil koonol	NOCHANGE
Ka'abeje' yaan u bino'ob koonol	Ka'abeje' yaan u bino'ob koonol	NOCHANGE
Ta núukaj buka'aj a ja'abil	Tu núukaj buka'aj u ja'abil	PERSON:3_SI
Yaan in manik ch'ujuko'ob tu k'íiwikil koonol	Ts'o'ok in manik janal tu k'íiwikil koonol	ASPECT:TER;TENSE:PAS_SIM
Teche' ka bin páak ich kool	To'one kek bin páak ich kool	PERSON:1_PL
Máax yéetel taak a bin koonol tu kúuchil báaxal	Máax yéetel táan a bin koonol tu kúuchil báaxal	SUBTYPE:DEC;ASPECT:PRG
Leti'e' áak'ab wáaj ku bin tu k'íiwikil koonol	To'one' áak'ab wáaj k bin tu k'íiwikil koonol	PERSON:1_PL
Ta'aytak u chukik u ja'abil	Ta'aytak k chukik u ja'abil	PERSON:1_PL
Kin manik nikte'ob tu k'íiwikil koonol	Kin manik nikte'ob tu k'íiwikil koonol	NOCHANGE
Sáansamal ku bin merkaado	Sáansamal ku bino'ob merkaado	PERSON:3_PL
Yaan wáaj u manik u najil	Yaan wáaj u manik u najil	NOCHANGE
Kin in suut koonol merkaado	Taak in suut koonol merkaado	ASPECT:DES
Te'exe' a k'aaba'exe'	To'one' in k'aaba'one'	ASPECT:HAB;PERSON:1_PL
Ma' ts'oka'an u beelo'obi'	Leti'obe' ma' ts'oka'an u beelo'obi'	TYPE:NEG;SUBTYPE:DEC
Yaan u boon tu naajil xook	Yaan u boon tu naajil xook	NOCHANGE
Jach wáaj k'a'abéet a bine'ex merkaado	Jach wáaj k'a'abéet u bino'ob merkaado	PERSON:3_PL
to'one' k báaxal tu naajil xook	Teche' ka báaxal tu naajil xook	PERSON:2_SI
Ba'atelnaje'ex te' tu kúuchil báaxalo'	Ba'atelnajo'ob te' tu kúuchil báaxalo'	PERSON:3_PL
Tan in k'íilkab	Tan in k'íilkab	NOCHANGE
Ma' tu yu'ubik wáaj ooxoli'	Ma' tek u'uyik wáaj ooxoli'	PERSON:1_PL
Ma' táan ek bin ich kooli'	Ma' táan u bin ich kooli'	PERSON:3_SI
Leti'e' ajkoonol	Te'exe' ajkoonole'ex	PERSON:2_PL
K'a'abéet in manik suuts' pak'áal tu k'íiwikil koonol	K'a'abéet in manik suuts' pak'áal tu k'íiwikil koonol	NOCHANGE
Ba'ax ja'abil jsíijo'ob	Ba'ax ja'abil jsíijij	PERSON:3_SI
Ma' táan u bino'ob koonol merkaadoi'	Ma' táan k bin koonol merkaadoi'	PERSON:3_PL
Te'exe' ka taale'ex paak'áal ich kool	Teche' ka bin paak'áal ich kool	PERSON:2_SI
Táan wáaj u bin koonol tu k'íiwikil koonol	Táan wáaj u bin koonol tu k'íiwikil koonol	PERSON:3_SI
Ts'o'ok in suut koonol merkaado	Káaj in suut koonol merkaado	ASPECT:BEG;TENSE:PAS_SIM
Ma' tak ilaj u sáastal k kaajali'	Ma' ta wile'ex u sáastal ta kaajale'exi'	PERSON:2_PL
Taak in manik ya'abach ba'alo'ob tu k'íiwikil koonol	Ts'o'ok in manik ya'abach ba'alob tu k'íiwikil koonol	ASPECT:TER;TENSE:PAS_SIM
Táan wáaj u báaxal tu naajil báaxal	Táan wáaj a báaxale'ex báaxal tu naajil báaxal	PERSON:2_PL
Tene' kajakbalen weye'	Tene' kajakbalen weye'	NOCHANGE
Leti'e' ti' u taali'	Teche' ti' a taali'	PERSON:2_SI
Ki'imak a wóol a bin ich kool	Ki'imak a wóol a bin ich kool	NOCHANGE
Ta'aytak a chukik u ja'abil	Ta'aytak a chukik u ja'abil	NOCHANGE
Yaan wáaj u bino'ob koonol tu k'íiwikil koonol	Yaan wáaj u bin koonol tu k'íiwikil koonol	PERSON:3_SI
Jach wáaj k'a'abéet in bin merkaado	Jach wáaj k'a'abéet a bine'ex merkaado	PERSON:2_PL
Yaan wáaj a xook tu naajil xook	Yaan wáaj a xook tu naajil xook	NOCHANGE
Táant in manik ch'ujuk pak'áal tu k'íiwikil koonole'	Táant in manik ch'ujuk pak'áal tu k'íiwikil koonole'	NOCHANGE
Ma' k ojel u ja'abili'	Ma' u yojel u ja'abili'	PERSON:3_SI
Sáansamal ku bin merkaado	Sáansamal ka bine'ex merkaado	PERSON:2_PL
Mina'anten 18 ja'abo'ob	Mina'anten 18 ja'abo'ob	NOCHANGE
Ta núukaj buka'aj a ja'abil	Ta núukaje'ex buka'aj a ja'abile'ex	PERSON:2_PL
Tu kaxko'ob a najil	Tu kaxtik a najil	PERSON:3_SI
Tu kaxtik a najil	Táan u kaxtiko'ob a naajil	PERSON:3_PL
Ma' a wojel u ja'abili'	Ma' k ojel u ja'abili'	PERSON:1_PL
Tu'ux kajakbalech	Tu'ux kajakbalo'on	PERSON:1_PL
Máax yéetel ts'o'ok a bin koonol tu kúuchil báaxal	Máax yéetel táant a bin koonol tu kúuchil báaxale'	ASPECT:IMM
Leti'o'obe' ku yu'ubiko'ob ooxol	To'one' k u'uyik wáaj ooxol	PERSON:1_PL
Te'exe' yaante'ex wáaj meyaj ti' biología	Te'exe' yaante'ex wáaj meyaj ti' biología	NOCHANGE
Ma' jach k'a'abéet u bino'ob tu k'íiwikil koonoli'	Ma' jach k'a'abéet u bino'ob tu k'íiwikil koonoli'	NOCHANGE
Te'exe' kajakbale'ex weye'	Teche' kajakbalech weye'	PERSON:2_SI
Tene' Yaan ten u áanalte'il in xook matemáticas	Tene' Yaan ten u áanalte'il in xook matemáticas	NOCHANGE
K'a'abéet in manik ya'abach ba'alob tu k'íiwikil koonol	Je'el in manik ya'abach ba'alob tu k'íiwikil koonole'	ASPECT:INS
Táan wáaj u bino'ob koonol tu k'íiwikil koonol	Táan wáaj u bino'ob koonol tu k'íiwikil koonol	PERSON:3_PL
Táan wáaj u bin koonol tu k'íiwikil koonol	Táan wáaj u bino'ob koonol tu k'íiwikil koonol	PERSON:3_PL
